8/14 5:7:14|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for time -0.08099999999998886 = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForURLType|Method called.
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplit|isSplitForURLType = false
8/14 5:10:26|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/images/startover.gif
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826434
8/14 5:10:26|Utils|convertToSecond method called|time = 191638.0
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826434
8/14 5:10:26|Utils|convertToSecond method called|time = 191638.0
8/14 5:10:26|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/continue.gif, requestOrResponce = response
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826446
8/14 5:10:26|Utils|convertToSecond method called|time = 191650.0
8/14 5:10:26|Utils|isSplit|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:26|Utils|isSplit|Splitting for method GET = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for time -0.2880000000000109 = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForURLType|Method called.
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplit|isSplitForURLType = false
8/14 5:10:26|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/images/continue.gif
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826446
8/14 5:10:26|Utils|convertToSecond method called|time = 191650.0
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826446
8/14 5:10:26|Utils|convertToSecond method called|time = 191650.0
8/14 5:10:26|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/images/
8/14 5:10:26|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/images/
8/14 5:10:26|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/vep/images/velocigen.gif, requestOrResponce = response
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826468
8/14 5:10:26|Utils|convertToSecond method called|time = 191672.0
8/14 5:10:26|Utils|isSplit|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:26|Utils|isSplit|Splitting for method GET = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for time -0.12800000000001432 = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForURLType|Method called.
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplit|isSplitForURLType = false
8/14 5:10:26|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/vep/images/velocigen.gif
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826468
8/14 5:10:26|Utils|convertToSecond method called|time = 191672.0
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826468
8/14 5:10:26|Utils|convertToSecond method called|time = 191672.0
8/14 5:10:26|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/vep/images/
8/14 5:10:26|ChromeBrowserNavigationListener|onFinishLoadingFrame|Method Called for URL=http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit
8/14 5:10:26|ChromeCClickListener|addAllHTMLElementsListeners|Method Called.
8/14 5:10:26|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit, requestOrResponce = snapShot
8/14 5:10:26|ProgressBar|setVisible|Method Called. bool = false
8/14 5:10:27|ChromeCClickListener|handleEvent|Method Called.
8/14 5:10:27|ChromeCClickListener|dumpEvent|Method Called. Event Type: com.teamdev.jxbrowser.chromium.dom.events.DOMEventType@5a5c588
 Tag Name = INPUT
8/14 5:10:27|Utils|setRecordingComments|method called.
8/14 5:10:29|ChromeCClickListener|handleEvent|Method Called.
8/14 5:10:29|ChromeCClickListener|dumpEvent|Method Called. Event Type: com.teamdev.jxbrowser.chromium.dom.events.DOMEventType@5a5c588
 Tag Name = INPUT
8/14 5:10:29|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeCClickListener|addImgLinkElement|Method Called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829101
8/14 5:10:29|Utils|setRecordingComments|method called.
8/14 5:10:29|Utils|convertToSecond method called|time = 194305.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 2.6330000000000098 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page for user click = http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10
8/14 5:10:29|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10  ===== Begin = 1565782829119
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10, requestOrResponce = snapShot
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829150
8/14 5:10:29|Utils|convertToSecond method called|time = 194354.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 2.6330000000000098 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for User event = http://10.10.30.15:9010/cgi-bin/findflight?hidden_outboundFlight_button0=000%7C0%7C08-15-2019&outboundFlight=button1&hidden_outboundFlight_button1=001%7C0%7C08-15-2019&hidden_outboundFlight_button2=002%7C0%7C08-15-2019&hidden_outboundFlight_button3=003%7C0%7C08-15-2019&numPassengers=1&advanceDiscount=&seatType=Coach&seatPref=None&reserveFlights.x=65&reserveFlights.y=10
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829150
8/14 5:10:29|Utils|convertToSecond method called|time = 194354.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829150
8/14 5:10:29|Utils|convertToSecond method called|time = 194354.08/14 5:10:29|ProgressBar|setVisible|Method Called. bool = true

8/14 5:10:29|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/cgi-bin/
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829290
8/14 5:10:29|Utils|convertToSecond method called|time = 194494.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.13999999999998636 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829299
8/14 5:10:29|Utils|convertToSecond method called|time = 194503.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.1489999999999725 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/flights.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829310
8/14 5:10:29|Utils|convertToSecond method called|time = 194514.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.1599999999999966 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829320
8/14 5:10:29|Utils|convertToSecond method called|time = 194524.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.1699999999999875 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829329
8/14 5:10:29|Utils|convertToSecond method called|time = 194533.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.17899999999997362 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/splash_creditcard.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829338
8/14 5:10:29|Utils|convertToSecond method called|time = 194542.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.18799999999998818 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829359
8/14 5:10:29|Utils|convertToSecond method called|time = 194563.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.13999999999998636 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829359
8/14 5:10:29|Utils|convertToSecond method called|time = 194563.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829359
8/14 5:10:29|Utils|convertToSecond method called|time = 194563.0
8/14 5:10:29|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:29|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:29|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/purchaseflight.gif, requestOrResponce = request
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829382
8/14 5:10:29|Utils|convertToSecond method called|time = 194586.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time 0.023000000000024556 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/flights.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829390
8/14 5:10:29|Utils|convertToSecond method called|time = 194594.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time -0.04899999999997817 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/flights.gif
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829390
8/14 5:10:29|Utils|convertToSecond method called|time = 194594.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829390
8/14 5:10:29|Utils|convertToSecond method called|time = 194594.0
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829399
8/14 5:10:29|Utils|convertToSecond method called|time = 194603.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time -0.09100000000000819 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/sun_swede.gif
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829399
8/14 5:10:29|Utils|convertToSecond method called|time = 194603.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829399
8/14 5:10:29|Utils|convertToSecond method called|time = 194603.0
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829410
8/14 5:10:29|Utils|convertToSecond method called|time = 194614.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time -0.0700000000000216 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829410
8/14 5:10:29|Utils|convertToSecond method called|time = 194614.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829410
8/14 5:10:29|Utils|convertToSecond method called|time = 194614.0
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829421
8/14 5:10:29|Utils|convertToSecond method called|time = 194625.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for time -0.09000000000000341 = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForURLType|Method called.
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplitForURLType|value = false
8/14 5:10:29|Utils|isSplit|isSplitForURLType = false
8/14 5:10:29|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829421
8/14 5:10:29|Utils|convertToSecond method called|time = 194625.0
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829421
8/14 5:10:29|Utils|convertToSecond method called|time = 194625.0
8/14 5:10:29|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/splash_creditcard.gif, requestOrResponce = response
8/14 5:10:29|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782829431
8/14 5:10:29|Utils|convertToSecond method called|time = 194635.0
8/14 5:10:29|Utils|isSplit|Method called.
8/14 5:10:29|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:29|Utils|isSplit|Splitting for method GET = false
8/14 5:10:29|Utils|isSplit|result = false
8/14 5:10:29|Utils|isSplitForTimeDiff|Method called.
