6/12 1:5:10|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
6/12 1:6:25|Utils|convertToSecond method called|time = 75136.0
6/12 1:6:25|Utils|isSplit|Method called.
6/12 1:6:25|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:25|Utils|isSplit|Splitting for method GET = false
6/12 1:6:25|Utils|isSplit|result = false
6/12 1:6:25|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:25|Utils|isSplit|Splitting for time 0.19400000000000261 = false
6/12 1:6:25|Utils|isSplit|result = false
6/12 1:6:25|Utils|isSplitForURLType|Method called.
6/12 1:6:25|Utils|isSplitForURLType|value = false
6/12 1:6:25|Utils|isSplitForURLType|value = false
6/12 1:6:25|Utils|isSplit|isSplitForURLType = false
6/12 1:6:25|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:25|ChromeRecordingHttpListener|dumpPostData|method called.
6/12 1:6:25|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:25|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = request
6/12 1:6:25|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324985590
6/12 1:6:25|Utils|convertToSecond method called|time = 75175.0
6/12 1:6:25|ChromeRecordingHttpListener|dumpRequestHeaders|URL is alredy captured. https://clients1.google.com/tbproxy/af/query?client=Chromium
6/12 1:6:25|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = response
6/12 1:6:25|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324985742
6/12 1:6:25|Utils|convertToSecond method called|time = 75327.0
6/12 1:6:25|Utils|isSplit|Method called.
6/12 1:6:25|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:25|Utils|isSplit|Splitting for method POST = true
6/12 1:6:25|Utils|isSplit|result = true
6/12 1:6:25|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for header and method = https://clients1.google.com/tbproxy/af/query?client=Chromium
6/12 1:6:25|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324985742
6/12 1:6:25|Utils|convertToSecond method called|time = 75327.0
6/12 1:6:25|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324985742
6/12 1:6:25|Utils|convertToSecond method called|time = 75327.0
6/12 1:6:25|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\clients1.google.com/tbproxy/af/
6/12 1:6:28|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
6/12 1:6:28|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324988352
6/12 1:6:28|Utils|convertToSecond method called|time = 77937.0
6/12 1:6:28|Utils|isSplit|Method called.
6/12 1:6:28|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:28|Utils|isSplit|Splitting for method GET = false
6/12 1:6:28|Utils|isSplit|result = false
6/12 1:6:28|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:28|Utils|isSplit|Splitting for time -0.26899999999999125 = false
6/12 1:6:28|Utils|isSplit|result = false
6/12 1:6:28|Utils|isSplitForURLType|Method called.
6/12 1:6:28|Utils|isSplitForURLType|value = false
6/12 1:6:28|Utils|isSplitForURLType|value = false
6/12 1:6:28|Utils|isSplitForURLType|value = false
6/12 1:6:28|Utils|isSplit|isSplitForURLType = false
6/12 1:6:28|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif
6/12 1:6:28|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324988352
6/12 1:6:28|Utils|convertToSecond method called|time = 77937.0
6/12 1:6:28|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324988352
6/12 1:6:28|Utils|convertToSecond method called|time = 77937.0
6/12 1:6:28|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:28|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:28|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:28|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/purchaseflight.gif, requestOrResponce = request
6/12 1:6:28|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324988393
6/12 1:6:28|Utils|convertToSecond method called|time = 77978.0
6/12 1:6:28|Utils|isSplit|Method called.
6/12 1:6:28|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:28|Utils|isSplit|Splitting for method GET = false
6/12 1:6:28|Utils|isSplit|result = false
6/12 1:6:28|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:28|Utils|isSplit|Splitting for time 0.04099999999999682 = false
6/12 1:6:28|Utils|isSplit|result = false
6/12 1:6:28|Utils|isSplitForURLType|Method called.
6/12 1:6:28|Utils|isSplitForURLType|value = false
6/12 1:6:28|Utils|isSplitForURLType|value = false
6/12 1:6:28|Utils|isSplit|isSplitForURLType = false
6/12 1:6:31|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:31|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:31|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/vep/images/velocigen.gif, requestOrResponce = request
6/12 1:6:31|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324991079
6/12 1:6:31|Utils|convertToSecond method called|time = 80664.0
6/12 1:6:31|Utils|isSplit|Method called.
6/12 1:6:31|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:31|Utils|isSplit|Splitting for method GET = false
6/12 1:6:31|Utils|isSplit|result = false
6/12 1:6:31|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:31|Utils|isSplit|Splitting for time 2.727000000000004 = false
6/12 1:6:31|Utils|isSplit|result = false
6/12 1:6:31|Utils|isSplitForURLType|Method called.
6/12 1:6:31|Utils|isSplitForURLType|value = false
6/12 1:6:31|Utils|isSplitForURLType|value = false
6/12 1:6:31|Utils|isSplit|isSplitForURLType = false
6/12 1:6:32|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/purchaseflight.gif, requestOrResponce = response
6/12 1:6:32|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324992182
6/12 1:6:32|Utils|convertToSecond method called|time = 81767.0
6/12 1:6:32|Utils|isSplit|Method called.
6/12 1:6:32|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:32|Utils|isSplit|Splitting for method GET = false
6/12 1:6:32|Utils|isSplit|result = false
6/12 1:6:32|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:32|Utils|isSplit|Splitting for time 0.04099999999999682 = false
6/12 1:6:32|Utils|isSplit|result = false
6/12 1:6:32|Utils|isSplitForURLType|Method called.
6/12 1:6:32|Utils|isSplitForURLType|value = false
6/12 1:6:32|Utils|isSplitForURLType|value = false
6/12 1:6:32|Utils|isSplitForURLType|value = false
6/12 1:6:32|Utils|isSplit|isSplitForURLType = false
6/12 1:6:32|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/images/purchaseflight.gif
6/12 1:6:32|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324992182
6/12 1:6:32|Utils|convertToSecond method called|time = 81767.0
6/12 1:6:32|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324992182
6/12 1:6:32|Utils|convertToSecond method called|time = 81767.0
6/12 1:6:32|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/images/
6/12 1:6:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/home.gif, requestOrResponce = response
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993053
6/12 1:6:33|Utils|convertToSecond method called|time = 82638.0
6/12 1:6:33|Utils|isSplit|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:33|Utils|isSplit|Splitting for method GET = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for time -6.670999999999992 = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForURLType|Method called.
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplit|isSplitForURLType = false
6/12 1:6:33|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/home.gif
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993053
6/12 1:6:33|Utils|convertToSecond method called|time = 82638.0
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993053
6/12 1:6:33|Utils|convertToSecond method called|time = 82638.0
6/12 1:6:33|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:33|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:33|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/startover.gif, requestOrResponce = request
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993132
6/12 1:6:33|Utils|convertToSecond method called|time = 82717.0
6/12 1:6:33|Utils|isSplit|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:33|Utils|isSplit|Splitting for method GET = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for time 0.07899999999999352 = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForURLType|Method called.
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplit|isSplitForURLType = false
6/12 1:6:33|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/startover.gif, requestOrResponce = response
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993623
6/12 1:6:33|Utils|convertToSecond method called|time = 83208.0
6/12 1:6:33|Utils|isSplit|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:33|Utils|isSplit|Splitting for method GET = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:33|Utils|isSplit|Splitting for time 0.07899999999999352 = false
6/12 1:6:33|Utils|isSplit|result = false
6/12 1:6:33|Utils|isSplitForURLType|Method called.
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplitForURLType|value = false
6/12 1:6:33|Utils|isSplit|isSplitForURLType = false
6/12 1:6:33|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/images/startover.gif
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993623
6/12 1:6:33|Utils|convertToSecond method called|time = 83208.0
6/12 1:6:33|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324993623
6/12 1:6:33|Utils|convertToSecond method called|time = 83208.0
6/12 1:6:33|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/images/
6/12 1:6:35|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif, requestOrResponce = response
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995267
6/12 1:6:35|Utils|convertToSecond method called|time = 84852.0
6/12 1:6:35|Utils|isSplit|Method called.
6/12 1:6:35|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:35|Utils|isSplit|Splitting for method GET = false
6/12 1:6:35|Utils|isSplit|result = false
6/12 1:6:35|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:35|Utils|isSplit|Splitting for time -8.129999999999995 = false
6/12 1:6:35|Utils|isSplit|result = false
6/12 1:6:35|Utils|isSplitForURLType|Method called.
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplit|isSplitForURLType = false
6/12 1:6:35|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995267
6/12 1:6:35|Utils|convertToSecond method called|time = 84852.0
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995267
6/12 1:6:35|Utils|convertToSecond method called|time = 84852.0
6/12 1:6:35|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:35|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/vep/images/velocigen.gif, requestOrResponce = response
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995827
6/12 1:6:35|Utils|convertToSecond method called|time = 85412.0
6/12 1:6:35|Utils|isSplit|Method called.
6/12 1:6:35|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:35|Utils|isSplit|Splitting for method GET = false
6/12 1:6:35|Utils|isSplit|result = false
6/12 1:6:35|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:35|Utils|isSplit|Splitting for time -4.188000000000002 = false
6/12 1:6:35|Utils|isSplit|result = false
6/12 1:6:35|Utils|isSplitForURLType|Method called.
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplitForURLType|value = false
6/12 1:6:35|Utils|isSplit|isSplitForURLType = false
6/12 1:6:35|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/vep/images/velocigen.gif
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995827
6/12 1:6:35|Utils|convertToSecond method called|time = 85412.0
6/12 1:6:35|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324995827
6/12 1:6:35|Utils|convertToSecond method called|time = 85412.0
6/12 1:6:35|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/vep/images/
6/12 1:6:36|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/splash_creditcard.gif, requestOrResponce = response
6/12 1:6:36|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324996581
6/12 1:6:36|Utils|convertToSecond method called|time = 86166.0
6/12 1:6:36|Utils|isSplit|Method called.
6/12 1:6:36|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:36|Utils|isSplit|Splitting for method GET = false
6/12 1:6:36|Utils|isSplit|result = false
6/12 1:6:36|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:36|Utils|isSplit|Splitting for time -10.27600000000001 = false
6/12 1:6:36|Utils|isSplit|result = false
6/12 1:6:36|Utils|isSplitForURLType|Method called.
6/12 1:6:36|Utils|isSplitForURLType|value = false
6/12 1:6:36|Utils|isSplitForURLType|value = false
6/12 1:6:36|Utils|isSplitForURLType|value = false
6/12 1:6:36|Utils|isSplit|isSplitForURLType = false
6/12 1:6:36|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/images/splash_creditcard.gif
6/12 1:6:36|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324996581
6/12 1:6:36|Utils|convertToSecond method called|time = 86166.0
6/12 1:6:36|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324996581
6/12 1:6:36|Utils|convertToSecond method called|time = 86166.0
6/12 1:6:36|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/images/
6/12 1:6:40|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/signoff.gif, requestOrResponce = response
6/12 1:6:40|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325000420
6/12 1:6:40|Utils|convertToSecond method called|time = 90005.0
6/12 1:6:40|Utils|isSplit|Method called.
6/12 1:6:40|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:40|Utils|isSplit|Splitting for method GET = false
6/12 1:6:40|Utils|isSplit|result = false
6/12 1:6:40|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:40|Utils|isSplit|Splitting for time -11.051000000000002 = false
6/12 1:6:40|Utils|isSplit|result = false
6/12 1:6:40|Utils|isSplitForURLType|Method called.
6/12 1:6:40|Utils|isSplitForURLType|value = false
6/12 1:6:40|Utils|isSplitForURLType|value = false
6/12 1:6:40|Utils|isSplitForURLType|value = false
6/12 1:6:40|Utils|isSplit|isSplitForURLType = false
6/12 1:6:40|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/signoff.gif
6/12 1:6:40|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325000420
6/12 1:6:40|Utils|convertToSecond method called|time = 90005.0
6/12 1:6:40|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325000420
6/12 1:6:40|Utils|convertToSecond method called|time = 90005.0
6/12 1:6:40|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:42|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC
6/12 1:6:42|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:42|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC, requestOrResponce = request
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002087
6/12 1:6:42|Utils|convertToSecond method called|time = 91672.0
6/12 1:6:42|Utils|isSplit|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:42|Utils|isSplit|Splitting for method GET = false
6/12 1:6:42|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC  ===== Begin = 1560325002093
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC, requestOrResponce = snapShot
6/12 1:6:42|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for time 1.6670000000000016 = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|ProgressBar|setVisible|Method Called. bool = true
6/12 1:6:42|Utils|isSplitForURLType|Method called.
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplit|isSplitForURLType = false
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC, requestOrResponce = response
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002141
6/12 1:6:42|Utils|convertToSecond method called|time = 91726.0
6/12 1:6:42|Utils|isSplit|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:42|Utils|isSplit|Splitting for method GET = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for time 1.6670000000000016 = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForURLType|Method called.
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplit|isSplitForURLType = false
6/12 1:6:42|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/cgi-bin/findflight?firstName=Tiger&lastName=Scott&address1=4261+Stevenson+Blvd.&address2=Fremont%2C+CA+94538&pass1=Scott+Tiger&creditCard=dsds&expDate=&oldCCOption=&numPassengers=1&seatType=First&seatPref=Window&outboundFlight=001%7C0%7C06-13-2019&advanceDiscount=&buyFlights.x=34&buyFlights.y=12&.cgifields=saveCC
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002141
6/12 1:6:42|Utils|convertToSecond method called|time = 91726.0
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002141
6/12 1:6:42|Utils|convertToSecond method called|time = 91726.0
6/12 1:6:42|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/cgi-bin/
6/12 1:6:42|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:42|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:42|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:42|ChromeBrowserNavigationListener|onFailLoadingFrame|Method Called. Error in loading frame
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002209
6/12 1:6:42|Utils|convertToSecond method called|time = 91794.0
6/12 1:6:42|Utils|isSplit|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:42|Utils|isSplit|Splitting for method GET = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for time 0.06799999999999784 = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForURLType|Method called.
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplit|isSplitForURLType = false
6/12 1:6:42|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:42|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = request
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002231
6/12 1:6:42|Utils|convertToSecond method called|time = 91816.0
6/12 1:6:42|Utils|isSplit|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:42|Utils|isSplit|Splitting for method GET = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for time 0.09000000000000341 = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForURLType|Method called.
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplitForURLType|value = false
6/12 1:6:42|Utils|isSplit|isSplitForURLType = false
6/12 1:6:42|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:42|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:42|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif, requestOrResponce = request
6/12 1:6:42|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560325002255
6/12 1:6:42|Utils|convertToSecond method called|time = 91840.0
6/12 1:6:42|Utils|isSplit|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:42|Utils|isSplit|Splitting for method GET = false
6/12 1:6:42|Utils|isSplit|result = false
6/12 1:6:42|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:42|Utils|isSplit|Splitting for time 0.11400000000000432 = false
6/12 1:6:42|Utils|isSplit|result = false
